t,marketcap_thermocap_ratio,net_unrealized_profit_loss,price_usd_close,mvrv_z_score,puell_multiple,reserve_risk,sopr_adjusted,rhodl_ratio,exchange_net_position_change
2014-01-21,1.953130099e-06,0.6428144125415971,824.875769878,3.23140895969172,3.26980616387165,0.01708966008434,1.02004787233151,52006.0701133554,-27557.204804340086
2014-01-22,1.9235574900000003e-06,0.639296091675505,818.534270204,3.17326924167318,3.72329865558551,0.016790128601839,1.05245565161725,49095.0899587527,-17243.42831713002
2014-01-23,1.9009466510000002e-06,0.634769890820249,810.869203164,3.10260294451208,3.38961819117059,0.016537755253625,1.01495994104348,44481.6603057522,3207.0123095900053
2014-01-24,1.8250825520000001e-06,0.6196547631140961,779.3849452420001,2.9139042012209,3.47116045046714,0.015838835352165,1.02363141267027,46205.4878270142,17458.37541384989
2014-01-25,1.82744944e-06,0.631068794588038,805.652675222,3.0054732948558,3.03572657795546,0.015802960781365002,1.0450981290001,46795.1025036978,17240.78618645988
2014-01-26,1.8516525110000002e-06,0.6345690540707251,814.847146534,3.05888443340402,2.8330190319338,0.015940898685829,1.0229776714435599,45990.0407249963,16822.648081780004
2014-01-27,1.8121927120000002e-06,0.602102067206707,746.678657078,2.67211236711855,3.16261584969939,0.015553362419286001,1.02138777963161,49302.9479132776,16913.453281799913
2014-01-28,1.7488129200000002e-06,0.619669261812961,785.9504199859999,2.86242096566372,2.7046440275796098,0.014954384950226001,1.01222564111566,47692.6507066928,18798.1567916199
2014-01-29,1.7720143350000002e-06,0.623114812968363,794.098192396,2.88772040779399,2.70270270330675,0.015097997176993002,1.03248018116648,47165.4970735819,18751.654000910057
2014-01-30,1.7536924460000002e-06,0.6250987721796241,799.5229998400001,2.90436925192052,3.09770443845639,0.014904785997146001,1.02248846512629,47877.7882597279,19792.489211200038
2014-01-31,1.7611327290000002e-06,0.626168755596201,802.998525562,2.9098892367522398,3.24798875316694,0.014935453107384,1.01399800189782,42338.2677757083,19920.882760829933
2014-02-01,1.7686183290000002e-06,0.629343422467959,813.159890274,2.9445310557096,3.34755001320126,0.014970946916082,1.0889799007116001,40049.2932111993,20769.31381866982
2014-02-02,1.768476166e-06,0.6288171985530131,814.932732602,2.93617148100169,3.29267266051976,0.014939539990408,1.0203252933725,39377.2718017375,16106.338659500005
2014-02-03,1.7348271530000002e-06,0.6252847131077081,808.5,2.87265888214884,3.14363439239059,0.014619563351127001,1.02271656454888,34894.3785542089,17342.60871035006
2014-02-04,1.7128065460000002e-06,0.622642485057726,801.39173376,2.82653467318738,2.94771156122222,0.014394412781347002,1.00371266175544,36048.1064284777,22503.386027879955
2014-02-05,1.6944552210000001e-06,0.600656342760162,780.917515036,2.64108490549813,2.84658484475416,0.014200879815634001,1.4828588177472901,52807.7776393451,12045.057688219938
2014-02-06,1.635546004e-06,0.5886192723408741,762.981093598,2.52636718459659,2.97190218862871,0.013680437502261,1.02742174830756,51460.8493273026,13533.680669399968
2014-02-07,1.5026507600000001e-06,0.5557102066124721,708.3660443880001,2.22348739435982,2.32849003000925,0.012537893273721,0.9677282203562211,55235.5286084966,15514.490448329947
2014-02-08,1.461604646e-06,0.5360773450645171,679.578138862,2.04656650286603,2.65440506774855,0.012179499467315,0.9818913139233111,55614.1242485219,18278.267030770076
2014-02-09,1.4296026210000001e-06,0.544237247133035,687.314088924,2.07552685880521,1.96871487403637,0.011879939452991001,1.00506066488762,55098.8591936717,18568.822303840017
2014-02-10,1.3793865960000002e-06,0.546237543844571,688.4182184199999,2.08971964178866,2.14308821410291,0.01144085203262,0.9780838335233081,58597.4116135055,19289.157958240015
2014-02-11,1.4038167400000002e-06,0.536181023146554,675.110840662,2.0077604003046,2.30903236783238,0.011622606653054,0.9889668101227791,56812.5746224057,26609.34191849013
2014-02-12,1.341604628e-06,0.520849830926302,652.543163334,1.8782329631342,2.38001221266051,0.011098748306148001,0.9698825732589491,46583.6827976188,26502.026468830183
2014-02-13,1.2948877100000002e-06,0.48444151727613105,605.83889448,1.62571418618719,2.29604014307055,0.010702463723402,0.979547375324992,39682.0002980713,34416.4062435801
2014-02-14,1.262983277e-06,0.5338963164933851,670.0066271759999,1.96401453752807,2.40337528647326,0.010431723089474002,0.998745743747501,37882.2974907874,40029.68730190018
2014-02-15,1.297483356e-06,0.522761830033701,655.269274756,1.87846991421925,2.4185544463177298,0.010705438625383,0.9931681338793811,36518.1333336462,31981.821981620044
2014-02-16,1.2633913320000002e-06,0.49784982839101105,620.641121662,1.70091358774375,2.45205354481417,0.010416958885293,0.9875163938939351,37001.0970869924,27706.776464880037
2014-02-17,1.2464426190000002e-06,0.50710034452667,632.4809440480001,1.74020317704687,1.9188753663570899,0.010257805229622,0.989119297966743,31917.635718686,23362.598688380036
2014-02-18,1.236352352e-06,0.502866408636582,629.1273936299999,1.7122417169822999,2.00446023013181,0.010158451736462001,1.00016418550914,31668.3735091115,24956.034553500067
2014-02-19,1.219389454e-06,0.500959728455406,624.838114922,1.69951961885075,2.4275800360039,0.010014816810103001,0.9557032835358271,30933.4566394962,25510.66045359004
2014-02-20,1.161781894e-06,0.44370814422867805,562.5895875420001,1.35730215258527,2.04055018236306,0.009533930153075,0.98263251392925,30968.8028978642,24665.624923680152
2014-02-21,1.094636613e-06,0.46616867428291703,581.290525096,1.4260478961422,1.6558735410266698,0.008969098477504,0.9784222979311561,29637.6914821268,23019.551999700197
2014-02-22,1.118313899e-06,0.49071490294361103,611.552214376,1.62064517188329,2.00655303807277,0.009155142173242,0.975271446807467,28734.3090946827,17199.622962360096
2014-02-23,1.1853634870000001e-06,0.48826820073522503,608.198850544,1.59849481586941,1.97973703763863,0.009686354049362,1.00544598201703,27469.4879851523,12381.306675930216
2014-02-24,1.078168994e-06,0.41266381833709703,536.8594994299999,1.26650166549929,2.04819645864421,0.008803503035311001,0.9195117347221481,30408.7966324758,30774.715494130272
2014-02-25,9.439418530000001e-07,0.42516752037092104,536.2111523420001,1.24682685994508,1.50641867548084,0.007700549541059001,0.8507021251097461,28467.9788985097,66855.00602332014
2014-02-26,1.0820072070000002e-06,0.47478983439939504,585.5174387139999,1.49286704785912,1.97406130266506,0.008818041477851,1.01969550738254,27708.3096500539,60506.02499832027
2014-02-27,1.093285064e-06,0.47367162513516203,583.057392048,1.49138101371809,2.04241921605732,0.008901582493649,0.980090716569271,29008.1181820464,54862.03357361024
2014-02-28,1.064751622e-06,0.435489422845156,551.4270378320001,1.29685288245954,1.91572631103623,0.008660286738870001,1.05534143488334,30663.5167546275,58338.02310800017
2014-03-01,1.044040053e-06,0.45818784046557903,566.7533114280001,1.38494177589732,1.49425267071671,0.008475453389623001,0.9637578860318441,32802.9487994291,56933.503215680306
2014-03-02,1.0431474050000001e-06,0.454449847519508,563.2946821140001,1.31915430875272,1.4518992538832,0.008451039776159,0.973836370123869,33363.6718012536,55791.82158150029
2014-03-03,1.1203609620000002e-06,0.5458189124984151,676.820067156,1.96600479208958,1.6442280106028901,0.009056997388599,1.01834842730862,35720.8102478374,50873.70013089036
2014-03-04,1.245941547e-06,0.542446783634826,673.387906086,1.94071735677205,1.84426011724618,0.010045871056541,1.01722673463411,37569.2375467706,50818.08542187023
2014-03-05,1.2146084460000001e-06,0.538826148485378,670.1076203939999,1.9160209403894801,1.88154050394575,0.009771796442245,1.02351551017792,38757.8753407638,52389.36940148019
2014-03-06,1.2081155750000002e-06,0.538170472972717,669.219942962,1.90463589038473,2.07492650098992,0.00970317429847,1.03271404681727,37705.7939475769,43191.52521297021
2014-03-07,1.163276403e-06,0.49512176677158604,632.308556588,1.65204059682187,1.91588431841398,0.009326925145532001,1.15509591023463,46121.3478297542,45390.03249133035
2014-03-08,1.1172098860000002e-06,0.48270332460473603,620.6247192339999,1.58743704130125,1.8644009661729402,0.008943878523339001,1.00277787508417,43334.9208010192,44288.20475161023
2014-03-09,1.125165055e-06,0.49034318016895906,638.418612898,1.6539567382226,2.00219495227705,0.008996262824124001,1.2889491972373799,45978.6873301123,32894.16312140023
2014-03-10,1.123982355e-06,0.48047816913856606,629.382,1.5905287220186999,1.66433885172016,0.008968301117133001,1.03042207167671,43444.2333957381,35847.65096796019
2014-03-11,1.111740458e-06,0.48302759078751706,635.03872797,1.61024434864922,1.85615134276956,0.008857795322122,1.01066740072153,38069.0568832329,36467.30611108022
2014-03-12,1.1273084830000002e-06,0.48377712155857605,633.854888054,1.60101113359044,2.0361203841451,0.008971807829657001,1.02579143051911,37066.2569738934,27153.985992860165
2014-03-13,1.127357995e-06,0.48788256742189806,641.6025862160001,1.63670981042572,1.81312056862261,0.008956783460246,1.01027319433101,35618.7636743101,19294.055523530114
2014-03-14,1.1115662450000001e-06,0.479982568465309,629.8350340720001,1.5730956337244,1.46643512619089,0.008809303478426001,0.9940182327196161,34662.294815389,19257.05309515004
2014-03-15,1.102475275e-06,0.48482306199524305,637.415090218,1.5972757413999599,1.8044019736291,0.008723544330676,0.9935973218867911,34143.3433260907,12470.544996600074
2014-03-16,1.098926651e-06,0.482488660398585,634.8101052919999,1.59329861293237,1.86555389060586,0.008683341149174,1.00901249392339,33578.9231835556,7565.617293500109
2014-03-17,1.082044516e-06,0.472669914775715,622.84479101,1.53311743191039,1.73024767029739,0.008536215167682,1.00016298797101,32644.7737377392,18506.574567590258
2014-03-18,1.0560329860000002e-06,0.46460934286738603,614.438939238,1.46684161362171,1.53101525558495,0.008315184051674,1.01821692669433,33081.2980447458,17659.72616555018
2014-03-19,1.0504297120000001e-06,0.46183186207179505,611.19495134,1.46072500533588,1.6698672092489901,0.00825911974223,1.00023745357637,31478.3782045063,9901.923927950149
2014-03-20,1.0157427150000001e-06,0.43985926457876906,586.953250296,1.334216838416,1.78696053214066,0.00797933461832,0.97735799860379,30003.0217099024,11429.896092520095
2014-03-21,9.87267171e-07,0.421176152855021,570.012095636,1.25237719163158,1.8255784466993799,0.0077549322348750005,1.11844669629353,27010.2934585884,12632.070963880164
2014-03-22,9.50698477e-07,0.41558625661658805,564.545464148,1.2058899977547,1.60596484780986,0.007462719403886001,0.9933487767243171,17338.5106262302,15477.478743510146
2014-03-23,9.480569840000001e-07,0.41301099862149904,559.690294744,1.186612775644,2.01813038732378,0.0074447824961050004,0.9843301670818541,17034.3052170455,14909.994964370155
2014-03-24,9.427936390000001e-07,0.43662944915452606,584.911571278,1.30947321797356,1.76284159871719,0.007401691512116001,0.9995905355939071,16497.0642283748,19189.984465550107
2014-03-25,9.635189580000001e-07,0.433941042376831,583.845073968,1.30848147128298,1.5046354745763,0.007556399815949,1.02663245967496,15493.8120981488,19853.624620020273
2014-03-26,9.63724876e-07,0.431981467240579,579.087233466,1.27913249236299,1.52430851890225,0.0075500995309010005,1.00455488147414,13868.2529657028,869.2379536000662
2014-03-27,8.97954705e-07,0.31127307692737705,472.14433733800007,0.727137761712474,1.52815559597379,0.0070314230212170006,0.979110614775839,12945.1327480125,-29756.236130759935
2014-03-28,8.28641287e-07,0.344875074353166,501.09610014200007,0.877898847569712,1.43749768319105,0.0064886469389180005,0.938595012283108,11996.4123500398,-24467.899195489998
2014-03-29,8.200236970000001e-07,0.329728048666143,491.9478371900001,0.8310926395614661,1.4274522748971,0.006421407080474,0.974210922304058,10873.0562953562,-17357.174211940088
2014-03-30,7.667935030000001e-07,0.285841417708939,458.77462072399993,0.664412284569448,1.06548425708342,0.006000478547291001,0.9294747189747911,10076.4589119506,-14017.734013369947
2014-03-31,7.44620341e-07,0.28051386024456,457.02355456799995,0.659727286547451,1.33208659519534,0.005826659593609,0.9105119711295181,9967.33891905028,4099.371243309812
2014-04-01,7.732459740000001e-07,0.316165741964604,479.31229068600004,0.7735211790866581,1.31571145509305,0.006048663604086,0.9757202799055841,9462.97155746357,9752.169548409875
2014-04-02,7.556050740000001e-07,0.253173219150165,439.626726544,0.573378724199021,1.48110061530152,0.005911387836678,0.936535903595704,8912.56620910735,8761.98075541982
2014-04-03,7.031954670000001e-07,0.274336536335863,449.53955801,0.625009210811736,1.43187804456736,0.005503673324123001,0.9628839980045321,8473.30475999104,13510.614456289914
2014-04-04,7.159511940000001e-07,0.274970605895735,451.900550232,0.635576476737991,1.3952913049309599,0.005603973634061001,0.962657541846458,7026.4017864165,11599.088654430001
2014-04-05,7.248886570000001e-07,0.29923436775294204,463.62556298400006,0.704301857424638,1.23849115028907,0.0056717444219650005,0.9013903263615071,8037.32842976247,13287.265819519933
2014-04-06,7.33913996e-07,0.29320937766245103,457.883594364,0.673951184595401,1.10771210827603,0.005737833938611,1.00380858599023,7434.55222576668,11220.246098019881
2014-04-07,7.26128605e-07,0.27241803246212204,448.95518037,0.6294741682030911,1.0970980395185599,0.005672473591868001,0.9746186897475111,6530.96162088683,13042.569355449814
2014-04-08,7.21337021e-07,0.283530549781624,453.33637541999997,0.6527834784955381,0.9686885954204181,0.0056277429220890005,0.9615143534467641,6074.47336729948,17253.09631049988
2014-04-09,7.12062144e-07,0.264179935921651,443.06191353799994,0.5960903437490891,1.15073922736122,0.0055510757667030005,1.00631900221327,4411.60149082794,14287.356882579916
2014-04-10,6.46792687e-07,0.109907003377435,363.851086082,0.220142698972481,1.01153064292196,0.005039082171258,0.8842963491770961,4370.16416616318,29944.285357169923
2014-04-11,6.384265510000001e-07,0.237354435553591,423.4131448,0.512298341960956,1.0932547034351,0.004971700518455,0.887058603750251,4438.03244071703,35556.09708039998
2014-04-12,6.71595817e-07,0.24119849404290103,423.368963092,0.51107708135618,1.08468714379202,0.005225729624376001,0.9828597497793381,3669.38155812353,35814.72913370002
2014-04-13,6.55423477e-07,0.227041056569684,416.86460415399995,0.47937669618271406,1.23443890523336,0.005098191439174,0.981856652879831,3512.77222210055,34224.04007165
2014-04-14,6.995502690000001e-07,0.29997267936625,459.09800582400004,0.6930283881272771,1.35656890306263,0.005439417138093001,1.00513470390995,3546.67112785686,35337.908067750104
2014-04-15,7.602707320000001e-07,0.38341929194433405,522.29491627,1.01988845716897,1.39439608307308,0.005907048588972,1.00252531837024,3764.69882843622,36251.63571315992
2014-04-16,8.053092660000001e-07,0.38705548460111605,527.687720992,1.03173084353281,1.29106198055407,0.006249134180867,1.11977597674256,4082.30547887478,35761.866640949855
2014-04-17,7.85147667e-07,0.34919121791044305,498.366678046,0.878700638774612,1.33614990799046,0.0060866940813600005,1.05073185121383,4419.97425668638,33573.5203228601
2014-04-18,7.542711540000001e-07,0.32642515716492804,482.26565610000006,0.7988172995017111,1.21270346967536,0.005840544644557,0.9600276841571651,4155.0295086091,42288.55697447987
2014-04-19,7.60522201e-07,0.35784941933791703,504.842390182,0.912130118519019,1.21965979377296,0.005881316685149,1.00437879610944,4047.14304183761,40717.83911868994
2014-04-20,7.74259547e-07,0.35145130414574804,500.39539342999996,0.8932122026485381,1.39020785403956,0.0059806594969000005,0.9658966959743001,4180.45653456287,39220.06427294994
2014-04-21,7.67829635e-07,0.34941829232189103,497.251879218,0.8682025383259431,1.32443929633648,0.005922581465363,1.00101753621344,4037.38083931847,39029.06570046989
2014-04-22,7.555617530000001e-07,0.338170630764209,489.99280993799994,0.836860377689808,1.1739285716602499,0.005818596560855,0.9805574447449861,3760.1637442989,34169.38720113976
2014-04-23,7.45241988e-07,0.339708974234996,492.0000000000001,0.8350624206753061,1.24271367975288,0.005731327309835,1.06294562006781,3661.26170749891,33258.43960901996
2014-04-24,7.424702840000001e-07,0.35354413398480306,502.220952572,0.8973081871443961,1.13171700902048,0.0057006055993530005,1.00366343688396,3394.44699657865,33814.24958330963
2014-04-25,7.0393359e-07,0.30411917198196803,466.88685158400006,0.715837817073919,1.29907757804747,0.005399385306023001,0.9579838925078721,3075.46876765509,36324.029840599746
2014-04-26,6.90892325e-07,0.29512224009293403,461.04532600000005,0.6876395060761891,1.1392114192336,0.00529232104292,0.985750629223594,2973.54517462263,32647.07834656979
2014-04-27,6.80522368e-07,0.24547097375974902,434.374768044,0.574781027780223,1.21964873181112,0.0052072100492660004,0.983930995856871,2814.21807934127,34437.762200439756
2014-04-28,6.56526396e-07,0.26542160660699105,442.82037402,0.5888904048390671,1.00982983894733,0.005016468663062001,0.9591591257789531,2727.17196052127,26736.382986119832
2014-04-29,6.65356979e-07,0.27563979840858205,448.0,0.623894908723792,1.15284177723719,0.00507817033154,0.98129162023967,2754.28552275079,22095.900817939837
2014-04-30,6.65012209e-07,0.27839979532519804,448.89941997000005,0.628509122910285,0.924978188565287,0.005066751348132,0.9866863834429451,2358.57639262922,4776.5247864098055
2014-05-01,6.784247000000001e-07,0.29845909707087703,460.70126204400003,0.684659320148272,1.2117503220013,0.005163013914639,0.9930466967436821,2313.3699507218,-1086.3392361402512
2014-05-02,6.697795170000001e-07,0.284585857344459,454.35562384599996,0.6490534056865911,1.09364584269543,0.005090235069772,0.9907160910697361,2261.24903250588,-5234.012750270194
2014-05-03,6.54328717e-07,0.26266431673722,439.87207680600005,0.581953583405959,0.943733461085649,0.0049644076049650005,0.974195963676534,2171.26114222447,-2793.1703696101904
2014-05-04,6.442250050000001e-07,0.257115843476496,437.933060358,0.57408126820132,0.9886308391326281,0.004880417491191001,0.974596413927542,2170.31151279722,-926.6894587101997
2014-05-05,6.37817119e-07,0.25270577593202803,433.0,0.542013686794803,0.81073888198047,0.004822764612399001,0.9592773022795841,2143.25175442601,11673.616976809804
2014-05-06,6.298879120000001e-07,0.24665747617063202,428.01000000000005,0.5260928509949531,1.24384051125464,0.0047588559572450005,0.9519397439898231,2012.48608708874,12652.793437199725
2014-05-07,6.422417970000001e-07,0.267200511083424,440.92028681400006,0.6029978869174261,1.03896598836448,0.004845434829560001,0.9846644396542311,2112.31655750812,7894.424284949782
2014-05-08,6.486962180000001e-07,0.264950253165503,439.0813533279999,0.585998699148507,1.10238976231616,0.004887852159566,0.9942051186759221,2140.54817044149,4002.697398439748
2014-05-09,6.519905700000001e-07,0.28588828497406,451.468934602,0.643635775870257,1.12935152411949,0.004906420944402,0.9967188302701421,1771.68842570681,6477.818568079674
2014-05-10,6.578014870000001e-07,0.293938295364706,456.543988148,0.6687189830187441,1.20043881585345,0.004944126571662001,0.9965151130848111,1737.16140637712,-8364.578554790467
2014-05-11,6.448513210000001e-07,0.263981295413216,439.14571257999995,0.57682959964746,0.999813667300333,0.004838677878514001,0.985610111953183,1681.25179728733,-9250.024432240403
2014-05-12,6.353344070000001e-07,0.267552120863356,442.46349,0.598309295791114,1.06298281782435,0.004760384100179,0.9835138593992141,1664.96722157403,2992.7021200994495
2014-05-13,6.322148020000001e-07,0.264276757619653,439.10721898599996,0.5819890005346431,1.04452209018382,0.004730090026475,0.97162773511889,1656.31772564364,-1585.1888109504362
2014-05-14,6.37504059e-07,0.274600886771796,445.75451883200003,0.61610829845234,0.9762295126461841,0.004761719808735,0.97425796601401,1821.77484648569,-7168.588182700507
2014-05-15,6.42981813e-07,0.27632343183963204,446.33672478999995,0.618717784204152,1.12234581179999,0.004796134128099001,0.9973738725745711,1848.10403052041,-2375.8450694904895
2014-05-16,6.40666828e-07,0.278338497295235,447.269647738,0.6237881512765311,1.1843311298243,0.004773155322306001,0.9709819001131261,1866.61384670642,-2800.4235550304875
2014-05-17,6.40392644e-07,0.28204616151045603,450.0057898,0.6372633499065351,1.13192886834237,0.0047647529843630005,0.989954830355636,1795.17913516995,3548.9095979294507
2014-05-18,6.36674587e-07,0.277800404382755,446.898,0.6212575082738381,1.11917515071693,0.004730771818016,0.9996411157531321,1798.47791196646,5400.689284689608
2014-05-19,6.334267120000001e-07,0.28016135131421505,448.17908049199997,0.6275023504923251,1.08832434193103,0.004700187892971001,0.9825045042683591,1855.87013649618,3333.4354893494747
2014-05-20,6.61981392e-07,0.339519245575409,489.19391193599995,0.832855307901541,1.19338422038549,0.004905635175694,1.02340159216139,2070.36477744049,6640.05058582942
2014-05-21,6.970394100000001e-07,0.34551637398274704,493.694430672,0.8510578205226881,1.24809163632681,0.005157965520883,1.03204785424471,2072.77979276355,11396.760243099532
2014-05-22,7.191466570000001e-07,0.387502098705922,529.49782271,1.02785537754063,1.26516024518321,0.005313243759326,1.04966601397419,1970.43733559384,20683.416496469523
2014-05-23,7.440031480000001e-07,0.381063736995914,523.491528154,0.995188358427956,1.2557291382392,0.005487199600207,1.03893358171462,2135.14195288417,17824.306505879445
2014-05-24,7.29563877e-07,0.386270439848648,528.214489126,1.01237291594026,1.1507463901353,0.005370432715573001,1.00715923029021,3124.44391642662,15488.847998789628
2014-05-25,7.83848315e-07,0.43295019714000105,573.07334608,1.22718471123418,1.29407330110888,0.005758744478540001,1.11018707254081,3409.63221220195,16260.112053649675
2014-05-26,8.083557230000001e-07,0.44086298441686705,583.558250216,1.28919211133284,1.31022596513303,0.005926449245983001,1.03520357133078,3542.93657760265,17397.582870159647
2014-05-27,7.96801199e-07,0.42714835615518604,573.185524618,1.2168522951304799,1.11318076486621,0.005827339834471,1.26921816131342,3874.4780327076,16538.055294269754
2014-05-28,7.927930380000001e-07,0.43401801507589705,580.266611644,1.25349621319142,1.37537337537378,0.005787664252115,1.02889672468278,3892.57059235886,23720.64896385977
2014-05-29,7.837481010000001e-07,0.424868446874747,570.35,1.19777613027057,1.1355762512457601,0.005708481665565,1.01525821549472,3859.16174686442,24517.724586039665
2014-05-30,8.15046732e-07,0.46774358631550905,621.18,1.44057000637313,1.39918834464237,0.005925688767431001,1.07834641731234,4028.58587006997,26005.31621519971
2014-05-31,8.500241610000001e-07,0.47205239935451404,627.3743539159999,1.4701850612479999,1.28517086279511,0.006166083500562001,1.05143480093003,4133.93603982021,23885.581592779723
2014-06-01,8.79535029e-07,0.47187692130269404,629.8553311400001,1.46559064866615,1.583498004361,0.0063693228161040005,1.05858032898637,4141.00586733397,28496.459354709717
2014-06-02,8.643468390000001e-07,0.49819560272398505,662.0855888839999,1.62327166435862,1.7169792098477101,0.006251891263252001,1.06653416840577,4284.87129403742,26077.398781899654
2014-06-03,8.998126500000001e-07,0.50134394968935,669.938043516,1.65490754505742,1.6473706449960899,0.0064984121198320005,1.06249482758321,3997.95879698355,26076.30415576964
2014-06-04,8.649970830000001e-07,0.47746882804905605,642.357380702,1.5143992737271001,1.61200361745903,0.006238541200846001,1.03199166306051,4046.16857368377,19189.89214162965
2014-06-05,8.757781730000001e-07,0.49208399032584405,661.48,1.6023135553004502,1.3718049448893401,0.006303883003985,1.05346820156046,4174.94560624658,21699.948287869687
2014-06-06,8.781492560000001e-07,0.481096977585075,649.0938278240001,1.53654836362377,1.25747004372233,0.0063072539867330005,1.03980137524979,4086.5168078149,25219.91089689982
2014-06-07,8.692521580000001e-07,0.48797170436464204,657.122319458,1.56753376642244,1.38930699492711,0.00623223791954,1.02619441987901,4081.90612888719,27874.60118516977
2014-06-08,8.70593972e-07,0.48775509647604104,657.9504511279999,1.572537663776,1.22125431966334,0.006228478541809,1.05691393929984,3990.91220739505,27272.066568469803
2014-06-09,8.599692550000001e-07,0.47976745114940905,648.3175507240001,1.5198824336132701,1.38332857167608,0.006142298095105,1.06839915635716,4017.50051906347,25514.125912819873
2014-06-10,8.567785410000001e-07,0.477723470416659,648.549935972,1.51534116677257,1.47600507951826,0.006111078119479,1.045048244499,4300.79998932196,29985.20533681981
2014-06-11,8.404261350000001e-07,0.45599041284144703,622.5026906339999,1.38436278196161,1.26495879557531,0.005984412582293001,1.03101452550839,4541.48486334496,18526.88224600989
2014-06-12,8.08919247e-07,0.39828749600859,571.006454714,1.10615159864809,1.43474172070228,0.005754748699604,1.1593970782966,5871.34213680407,22621.224793259986
2014-06-13,7.699451900000001e-07,0.41914535714717804,591.983880914,1.2063898088073701,1.29264441885057,0.005472081511592001,1.00483802862462,5797.46596062612,28680.723473269783
2014-06-14,7.43225599e-07,0.39351486679082204,568.1956108239999,1.09019593174173,1.3666217987237,0.005278869019691001,0.975404160580935,5713.3136316861,23400.948390359874
2014-06-15,7.33309975e-07,0.418444582253764,590.40657709,1.16427937922927,1.44076163204807,0.005206444527268,0.994137032303073,5699.99707473684,21955.949909079936
2014-06-16,7.710482140000001e-07,0.41286757102006705,586.980456142,1.19298778053391,1.4990912452140899,0.005471868115444,1.02926253922786,5569.60222085256,27048.061844929936
2014-06-17,7.674545620000001e-07,0.43125364568426605,606.443230048,1.26967542954727,1.45898500541992,0.005443475848410001,1.0018902475185,5036.21892976238,28154.131871520076
2014-06-18,7.810258230000001e-07,0.433036032240095,607.0,1.27254763401246,1.27564583039249,0.005533789867469,1.0166053054361,4554.27259673168,29487.58687018999
2014-06-19,7.746263830000001e-07,0.416693980816959,593.11789317,1.20077418214152,1.33654023180321,0.00548362218797,1.00552635862111,3038.75542197348,27801.430103050137
2014-06-20,7.551599460000001e-07,0.415149089046625,588.950932812,1.1842389760204801,1.45295990940615,0.0053433281420220006,1.00301119502749,2062.78527162116,22766.286166970152
2014-06-21,7.49069052e-07,0.41709065164367,589.036790108,1.18017625595471,1.44091181061283,0.005297824437845,1.0027741907959,2081.50603763422,20601.50696388015
2014-06-22,7.58866574e-07,0.424911634196102,600.0404249320001,1.22733737894232,1.4119439835454801,0.0053639285538550005,1.0142877336228,2045.5054578513,23361.668838550162
2014-06-23,7.449590830000001e-07,0.412696336035479,588.193980926,1.17116000920313,1.35595298755289,0.005262281869611,1.01347061336779,2217.77342825809,25017.210667960055
2014-06-24,7.364467100000001e-07,0.39871714182546303,573.3281355759999,1.0946500880193,1.43173431071885,0.005200102832845,1.01597254908227,2517.24807666109,26206.109778700105
2014-06-25,7.128450400000001e-07,0.382050946896041,560.4947890579999,1.03160881129106,1.37968182551,0.0050316430348420005,0.986158175150426,2477.99275931326,29001.471776850056
2014-06-26,7.118577300000001e-07,0.40346149251255903,579.622750878,1.11973001094351,1.2595395055522,0.0050214391704010005,1.02392739906117,2555.07931336941,27722.92248411005
2014-06-27,7.280975590000001e-07,0.42196100176199,599.929629306,1.21666498471503,1.48484355078072,0.005134872819034001,1.01960051375854,2569.59778554516,25568.826214270084
2014-06-28,7.410955310000001e-07,0.41245042608568705,590.5955207659999,1.16977824049439,1.39535244815483,0.005223783672241001,1.01534466788327,2568.17466678871,24567.14296352002
2014-06-29,7.377907830000001e-07,0.421176422447239,599.89,1.2084658080551,1.19934536656533,0.005194602508932,1.07950065331377,2609.10258702437,23478.805265800096
2014-06-30,7.66759255e-07,0.45836742148082105,638.68650652,1.38585687492401,1.04809934446183,0.005389394194459001,1.05538198352916,2529.41831012802,30090.29212749016
2014-07-01,7.981452610000001e-07,0.45534133875755406,639.157792748,1.41442231187292,1.09834517352409,0.005599952944605,1.04561591572536,2631.12444233903,36776.03859157022
2014-07-02,7.94885269e-07,0.46263386613011703,650.071232986,1.4367543306615,1.12767889419742,0.005567627418368,1.03884065129258,3610.38415503168,34392.318046430126
2014-07-03,7.918053760000001e-07,0.45933452084664506,646.6670635520001,1.42082582986866,1.13964919205092,0.005536958340523,1.04881585161456,3638.22346340283,14158.116177610238
2014-07-04,7.78056399e-07,0.442838508189185,627.258726514,1.3264778983582999,1.3363521067152,0.005434317244882,1.01573875678379,3627.55433964993,19422.89645653026
2014-07-05,7.67030821e-07,0.444050269708935,630.747663504,1.33295756552653,1.20761105399662,0.005349360354376001,1.01570842360167,3651.07919437694,19565.89419479022
2014-07-06,7.682390070000001e-07,0.44288940944603306,631.4238304700001,1.32617874738644,1.12913696205886,0.005348451235092,1.01508315773881,3585.1140402773,19241.506982750143
2014-07-07,7.589071920000001e-07,0.435816658501666,622.774120722,1.3032176137818299,1.18021860286576,0.005275292560846001,1.01567145073255,3622.04770581515,2340.960927750275
2014-07-08,7.515828810000001e-07,0.43833947218058505,624.2982841780001,1.29335806172779,1.16779551517665,0.005216352294293,1.00298345267133,3177.35585138177,1500.7013657301432
2014-07-09,7.498008620000001e-07,0.433957553634484,621.8734082320001,1.28026830161381,1.289501985664,0.00519759455587,1.05822978314697,2261.55577284816,2308.5008926902083
