t,marketcap_thermocap_ratio,net_unrealized_profit_loss,price_usd_close,mvrv_z_score,puell_multiple,reserve_risk,sopr_adjusted,rhodl_ratio,exchange_net_position_change
2009-11-04,,,,-5.34e-13,,,,,
2009-11-05,,,,-5.34e-13,,,,,
2009-11-06,,,,-5.34e-13,,,,,
2009-11-07,,,,-5.35e-13,,,,,
2009-11-08,,,,-5.35e-13,,,,,
2009-11-09,,,,-5.35e-13,,,,,
2009-11-10,,,,-5.35e-13,,,,,
2009-11-11,,,,-5.36e-13,,,,,
2009-11-12,,,,-5.36e-13,,,,,
2009-11-13,,,,-5.36e-13,,,,,
2009-11-14,,,,-5.37e-13,,,,,
2009-11-15,,,,-5.37e-13,,,,,
2009-11-16,,,,-5.37e-13,,,,,
2009-11-17,,,,-5.38e-13,,,,,
2009-11-18,,,,-5.38e-13,,,,,
2009-11-19,,,,-5.39e-13,,,,,
2009-11-20,,,,-5.38e-13,,,,,
2009-11-21,,,,-5.39e-13,,,,,
2009-11-22,,,,-5.39e-13,,,,,
2009-11-23,,,,-5.4e-13,,,,,
2009-11-24,,,,-5.4e-13,,,,,
2009-11-25,,,,-5.41e-13,,,,,
2009-11-26,,,,-5.41e-13,,,,,
2009-11-27,,,,-5.41e-13,,,,,
2009-11-28,,,,-5.41e-13,,,,,
2009-11-29,,,,-5.41e-13,,,,,
2009-11-30,,,,-5.42e-13,,,,,
2009-12-01,,,,-5.42e-13,,,,,
2009-12-02,,,,-5.43e-13,,,,,
2009-12-03,,,,-5.43e-13,,,,,
2009-12-04,,,,-5.43e-13,,,,,
2009-12-05,,,,-5.43e-13,,,,,
2009-12-06,,,,-5.43e-13,,,,,
2009-12-07,,,,-5.44e-13,,,,,
2009-12-08,,,,-5.44e-13,,,,,
2009-12-09,,,,-5.45e-13,,,,,
2009-12-10,,,,-5.45e-13,,,,,
2009-12-11,,,,-5.45e-13,,,,,
2009-12-12,,,,-5.46e-13,,,,,
2009-12-13,,,,-5.46e-13,,,,,
2009-12-14,,,,-5.470000000000001e-13,,,,,
2009-12-15,,,,-5.470000000000001e-13,,,,,
2009-12-16,,,,-5.470000000000001e-13,,,,,
2009-12-17,,,,-5.480000000000001e-13,,,,,
2009-12-18,,,,-5.490000000000001e-13,,,,,
2009-12-19,,,,-5.490000000000001e-13,,,,,
2009-12-20,,,,-5.500000000000001e-13,,,,,
2009-12-21,,,,-5.510000000000001e-13,,,,,
2009-12-22,,,,-5.510000000000001e-13,,,,,
2009-12-23,,,,-5.520000000000001e-13,,,,,
2009-12-24,,,,-5.520000000000001e-13,,,,,
2009-12-25,,,,-5.520000000000001e-13,,,,,
2009-12-26,,,,-5.530000000000001e-13,,,,,
2009-12-27,,,,-5.540000000000001e-13,,,,,
2009-12-28,,,,-5.540000000000001e-13,,,,,
2009-12-29,,,,-5.550000000000001e-13,,,,,
2009-12-30,,,,-5.550000000000001e-13,,,,,
2009-12-31,,,,-5.550000000000001e-13,,,,,
2010-01-01,,,,-5.560000000000001e-13,,,,,
2010-01-02,,,,-5.560000000000001e-13,,,,,
2010-01-03,,,,-5.57e-13,,,,,
2010-01-04,,,,-5.57e-13,,,,,
2010-01-05,,,,-5.58e-13,,,,,
2010-01-06,,,,-5.59e-13,,,,,
2010-01-07,,,,-5.59e-13,,,,,
2010-01-08,,,,-5.59e-13,,,,,
2010-01-09,,,,-5.59e-13,,,,,
2010-01-10,,,,-5.6e-13,,,,,
2010-01-11,,,,-5.6e-13,,,,,
2010-01-12,,,,-5.61e-13,,,,,
2010-01-13,,,,-5.61e-13,,,,,
2010-01-14,,,,-5.61e-13,,,,,
2010-01-15,,,,-5.62e-13,,,,,
2010-01-16,,,,-5.62e-13,,,,,
2010-01-17,,,,-5.63e-13,,,,,
2010-01-18,,,,-5.63e-13,,,,,
2010-01-19,,,,-5.63e-13,,,,,
2010-01-20,,,,-5.64e-13,,,,,
2010-01-21,,,,-5.64e-13,,,,,
2010-01-22,,,,-5.65e-13,,,,,
2010-01-23,,,,-5.65e-13,,,,,
2010-01-24,,,,-5.65e-13,,,,,
2010-01-25,,,,-5.66e-13,,,,,
2010-01-26,,,,-5.66e-13,,,,,
2010-01-27,,,,-5.66e-13,,,,,
2010-01-28,,,,-5.67e-13,,,,,
2010-01-29,,,,-5.67e-13,,,,,
2010-01-30,,,,-5.68e-13,,,,,
2010-01-31,,,,-5.68e-13,,,,,
2010-02-01,,,,-5.69e-13,,,,,
2010-02-02,,,,-5.69e-13,,,,,
2010-02-03,,,,-5.69e-13,,,,,
2010-02-04,,,,-5.7e-13,,,,,
2010-02-05,,,,-5.710000000000001e-13,,,,,
2010-02-06,,,,-5.710000000000001e-13,,,,,
2010-02-07,,,,-5.710000000000001e-13,,,,,
2010-02-08,,,,-5.720000000000001e-13,,,,,
2010-02-09,,,,-5.720000000000001e-13,,,,,
2010-02-10,,,,-5.720000000000001e-13,,,,,
2010-02-11,,,,-5.730000000000001e-13,,,,,
2010-02-12,,,,-5.730000000000001e-13,,,,,
2010-02-13,,,,-5.740000000000001e-13,,,,,
2010-02-14,,,,-5.740000000000001e-13,,,,,
2010-02-15,,,,-5.740000000000001e-13,,,,,
2010-02-16,,,,-5.740000000000001e-13,,,,,
2010-02-17,,,,-5.750000000000001e-13,,,,,
2010-02-18,,,,-5.760000000000001e-13,,,,,
