Time,Time,ampm,Funding Interval,Funding Rate,Price
9/13/2021,3:00:00,AM,8h,0.01%,44963.07422
9/13/2021,7:00:00,PM,8h,0.01%,44963.07422
9/14/2021,11:00:00,AM,8h,0.01%,47092.49219
9/14/2021,3:00:00,AM,8h,0.01%,47092.49219
9/14/2021,7:00:00,PM,8h,0.01%,47092.49219
9/15/2021,11:00:00,AM,8h,0.01%,48176.34766
9/15/2021,3:00:00,AM,8h,0.01%,48176.34766
9/15/2021,7:00:00,PM,8h,0.01%,48176.34766
9/16/2021,11:00:00,AM,8h,0.01%,47783.35938
9/16/2021,3:00:00,AM,8h,0.01%,47783.35938
9/16/2021,7:00:00,PM,8h,0.01%,47783.35938
9/17/2021,11:00:00,AM,8h,0.01%,47267.51953
9/17/2021,3:00:00,AM,8h,0.01%,47267.51953
9/17/2021,7:00:00,PM,8h,0.01%,47267.51953
9/18/2021,11:00:00,AM,8h,0.01%,48278.36328
9/18/2021,3:00:00,AM,8h,0.01%,48278.36328
9/18/2021,7:00:00,PM,8h,0.01%,48278.36328
9/19/2021,11:00:00,AM,8h,0.01%,47260.21875
9/19/2021,3:00:00,AM,8h,0.01%,47260.21875
9/19/2021,7:00:00,PM,8h,0.01%,47260.21875
9/20/2021,11:00:00,AM,8h,0.01%,42843.80078
9/20/2021,3:00:00,AM,8h,0.01%,42843.80078
9/20/2021,7:00:00,PM,8h,0.01%,42843.80078
9/21/2021,11:00:00,AM,8h,0.01%,40693.67578
9/21/2021,3:00:00,AM,8h,0.01%,40693.67578
9/21/2021,7:00:00,PM,8h,0.01%,40693.67578
9/22/2021,11:00:00,AM,8h,0.01%,43574.50781
9/22/2021,3:00:00,AM,8h,0.01%,43574.50781
9/22/2021,7:00:00,PM,8h,0.00%,43574.50781
9/23/2021,11:00:00,AM,8h,0.01%,44895.09766
9/23/2021,3:00:00,AM,8h,0.01%,44895.09766
9/23/2021,7:00:00,PM,8h,-0.01%,44895.09766
9/24/2021,11:00:00,AM,8h,0.00%,42839.75
9/24/2021,3:00:00,AM,8h,-0.01%,42839.75
9/24/2021,7:00:00,PM,8h,0.01%,42839.75
9/25/2021,11:00:00,AM,8h,0.01%,42716.59375
9/25/2021,3:00:00,AM,8h,0.01%,42716.59375
9/25/2021,7:00:00,PM,8h,0.00%,42716.59375
9/26/2021,11:00:00,AM,8h,0.00%,43208.53906
9/26/2021,3:00:00,AM,8h,0.01%,43208.53906
9/26/2021,7:00:00,PM,8h,0.01%,43208.53906
9/27/2021,11:00:00,AM,8h,0.01%,42235.73047
9/27/2021,3:00:00,AM,8h,0.01%,42235.73047
9/27/2021,7:00:00,PM,8h,0.00%,42235.73047
9/28/2021,11:00:00,AM,8h,0.01%,41034.54297
9/28/2021,3:00:00,AM,8h,0.00%,41034.54297
9/28/2021,7:00:00,PM,8h,0.00%,41034.54297
9/29/2021,11:00:00,AM,8h,0.01%,41564.36328
9/29/2021,3:00:00,AM,8h,0.00%,41564.36328
9/29/2021,7:00:00,PM,8h,0.01%,41564.36328
9/30/2021,11:00:00,AM,8h,0.01%,43790.89453
9/30/2021,3:00:00,AM,8h,0.01%,43790.89453
9/30/2021,7:00:00,PM,8h,0.00%,43790.89453
10/1/2021,11:00:00,AM,8h,0.01%,48116.94141
10/1/2021,3:00:00,AM,8h,0.00%,48116.94141
10/1/2021,7:00:00,PM,8h,0.01%,48116.94141
10/2/2021,11:00:00,AM,8h,0.01%,47711.48828
10/2/2021,3:00:00,AM,8h,0.00%,47711.48828
10/2/2021,7:00:00,PM,8h,0.01%,47711.48828
10/3/2021,11:00:00,AM,8h,0.01%,48199.95313
10/3/2021,3:00:00,AM,8h,0.01%,48199.95313
10/3/2021,7:00:00,PM,8h,0.01%,48199.95313
10/4/2021,11:00:00,AM,8h,0.01%,49112.90234
10/4/2021,3:00:00,AM,8h,0.01%,49112.90234
10/4/2021,7:00:00,PM,8h,0.01%,49112.90234
10/5/2021,11:00:00,AM,8h,0.00%,51514.8125
10/5/2021,3:00:00,AM,8h,0.00%,51514.8125
10/5/2021,7:00:00,PM,8h,0.01%,51514.8125
10/6/2021,11:00:00,AM,8h,0.01%,55361.44922
10/6/2021,3:00:00,AM,8h,0.01%,55361.44922
10/6/2021,7:00:00,PM,8h,0.01%,55361.44922
10/7/2021,11:00:00,AM,8h,0.03%,53805.98438
10/7/2021,3:00:00,AM,8h,0.03%,53805.98438
10/7/2021,7:00:00,PM,8h,0.03%,53805.98438
10/8/2021,11:00:00,AM,8h,0.01%,53967.84766
10/8/2021,3:00:00,AM,8h,0.02%,53967.84766
10/8/2021,7:00:00,PM,8h,0.01%,53967.84766
10/9/2021,11:00:00,AM,8h,0.02%,54968.22266
10/9/2021,3:00:00,AM,8h,0.01%,54968.22266
10/9/2021,7:00:00,PM,8h,0.01%,54968.22266
10/10/2021,11:00:00,AM,8h,0.01%,54771.57813
10/10/2021,3:00:00,AM,8h,0.02%,54771.57813
10/10/2021,7:00:00,PM,8h,0.01%,54771.57813
10/11/2021,11:00:00,AM,8h,0.01%,57484.78906
10/11/2021,3:00:00,AM,8h,0.01%,57484.78906
10/11/2021,7:00:00,PM,8h,0.01%,57484.78906
10/12/2021,11:00:00,AM,8h,0.01%,56041.05859
10/12/2021,3:00:00,AM,8h,0.01%,56041.05859
10/12/2021,7:00:00,PM,8h,0.01%,56041.05859
10/13/2021,11:00:00,AM,8h,0.01%,57401.09766
10/13/2021,3:00:00,AM,8h,0.01%,57401.09766
10/13/2021,7:00:00,PM,8h,0.01%,57401.09766
10/14/2021,11:00:00,AM,8h,0.02%,57321.52344
10/14/2021,3:00:00,AM,8h,0.02%,57321.52344
10/14/2021,7:00:00,PM,8h,0.01%,57321.52344
10/15/2021,11:00:00,AM,8h,0.01%,61593.94922
10/15/2021,3:00:00,AM,8h,0.04%,61593.94922
10/15/2021,7:00:00,PM,8h,0.05%,61593.94922
10/16/2021,11:00:00,AM,8h,0.04%,60892.17969
10/16/2021,3:00:00,AM,8h,0.03%,60892.17969
10/16/2021,7:00:00,PM,8h,0.03%,60892.17969
10/17/2021,11:00:00,AM,8h,0.04%,61553.61719
10/17/2021,3:00:00,AM,8h,0.04%,61553.61719
10/17/2021,7:00:00,PM,8h,0.04%,61553.61719
10/18/2021,11:00:00,AM,8h,0.01%,62026.07813
10/18/2021,3:00:00,AM,8h,0.02%,62026.07813
10/18/2021,7:00:00,PM,8h,0.01%,62026.07813
10/19/2021,11:00:00,AM,8h,0.01%,64261.99219
10/19/2021,3:00:00,AM,8h,0.01%,64261.99219
10/19/2021,7:00:00,PM,8h,0.01%,64261.99219
10/20/2021,11:00:00,AM,8h,0.06%,65992.83594
10/20/2021,3:00:00,AM,8h,0.01%,65992.83594
10/20/2021,7:00:00,PM,8h,0.07%,65992.83594
10/21/2021,11:00:00,AM,8h,0.06%,62210.17188
10/21/2021,3:00:00,AM,8h,0.06%,62210.17188
10/21/2021,7:00:00,PM,8h,0.03%,62210.17188
10/22/2021,11:00:00,AM,8h,0.03%,60692.26563
10/22/2021,3:00:00,AM,8h,0.02%,60692.26563
10/22/2021,7:00:00,PM,8h,0.03%,60692.26563
10/23/2021,11:00:00,AM,8h,0.02%,61326.5625
10/23/2021,3:00:00,AM,8h,0.01%,61326.5625
