Time,Time,ampm,Funding Interval,Funding Rate,Price
9/10/2019,11:00:00,AM,8h,0.01%,10115.97559
9/10/2019,3:00:00,AM,8h,0.01%,10115.97559
9/10/2019,7:00:00,PM,8h,0.01%,10115.97559
9/11/2019,11:00:00,AM,8h,0.01%,10178.37207
9/11/2019,3:00:00,AM,8h,0.01%,10178.37207
9/11/2019,7:00:00,PM,8h,0.01%,10178.37207
9/12/2019,11:00:00,AM,8h,0.01%,10410.12695
9/12/2019,3:00:00,AM,8h,0.01%,10410.12695
9/12/2019,7:00:00,PM,8h,0.01%,10410.12695
9/13/2019,11:00:00,AM,8h,0.01%,10360.54688
9/13/2019,3:00:00,AM,8h,0.01%,10360.54688
9/13/2019,7:00:00,PM,8h,0.01%,10360.54688
9/14/2019,11:00:00,AM,8h,0.01%,10358.04883
9/14/2019,3:00:00,AM,8h,0.01%,10358.04883
9/14/2019,7:00:00,PM,8h,0.01%,10358.04883
9/15/2019,11:00:00,AM,8h,0.01%,10347.71289
9/15/2019,3:00:00,AM,8h,0.01%,10347.71289
9/15/2019,7:00:00,PM,8h,0.01%,10347.71289
9/16/2019,11:00:00,AM,8h,0.01%,10276.79395
9/16/2019,3:00:00,AM,8h,0.01%,10276.79395
9/16/2019,7:00:00,PM,8h,0.01%,10276.79395
9/17/2019,11:00:00,AM,8h,0.01%,10241.27246
9/17/2019,3:00:00,AM,8h,0.01%,10241.27246
9/17/2019,7:00:00,PM,8h,0.01%,10241.27246
9/18/2019,11:00:00,AM,8h,0.01%,10198.24805
9/18/2019,3:00:00,AM,8h,0.01%,10198.24805
9/18/2019,7:00:00,PM,8h,0.01%,10198.24805
9/19/2019,11:00:00,AM,8h,0.01%,10266.41504
9/19/2019,3:00:00,AM,8h,0.01%,10266.41504
9/19/2019,7:00:00,PM,8h,0.01%,10266.41504
9/20/2019,11:00:00,AM,8h,0.01%,10181.6416
9/20/2019,3:00:00,AM,8h,0.01%,10181.6416
9/20/2019,7:00:00,PM,8h,0.01%,10181.6416
9/21/2019,11:00:00,AM,8h,0.01%,10019.7168
9/21/2019,3:00:00,AM,8h,0.01%,10019.7168
9/21/2019,7:00:00,PM,8h,0.01%,10019.7168
9/22/2019,11:00:00,AM,8h,0.01%,10070.39258
9/22/2019,3:00:00,AM,8h,0.01%,10070.39258
9/22/2019,7:00:00,PM,8h,0.01%,10070.39258
9/23/2019,11:00:00,AM,8h,0.01%,9729.324219
9/23/2019,3:00:00,AM,8h,0.01%,9729.324219
9/23/2019,7:00:00,PM,8h,0.01%,9729.324219
9/24/2019,11:00:00,AM,8h,0.01%,8620.566406
9/24/2019,3:00:00,AM,8h,0.01%,8620.566406
9/24/2019,7:00:00,PM,8h,0.01%,8620.566406
9/25/2019,11:00:00,AM,8h,0.01%,8486.993164
9/25/2019,3:00:00,AM,8h,0.01%,8486.993164
9/25/2019,7:00:00,PM,8h,0.01%,8486.993164
9/26/2019,11:00:00,AM,8h,0.01%,8118.967773
9/26/2019,3:00:00,AM,8h,0.01%,8118.967773
9/26/2019,7:00:00,PM,8h,0.01%,8118.967773
9/27/2019,11:00:00,AM,8h,0.01%,8251.845703
9/27/2019,3:00:00,AM,8h,0.01%,8251.845703
9/27/2019,7:00:00,PM,8h,0.01%,8251.845703
9/28/2019,11:00:00,AM,8h,0.01%,8245.915039
9/28/2019,3:00:00,AM,8h,0.01%,8245.915039
9/28/2019,7:00:00,PM,8h,0.01%,8245.915039
9/29/2019,11:00:00,AM,8h,0.01%,8104.185547
9/29/2019,3:00:00,AM,8h,0.01%,8104.185547
9/29/2019,7:00:00,PM,8h,0.01%,8104.185547
9/30/2019,11:00:00,AM,8h,0.01%,8293.868164
9/30/2019,3:00:00,AM,8h,0.01%,8293.868164
9/30/2019,7:00:00,PM,8h,0.01%,8293.868164
10/1/2019,11:00:00,AM,8h,0.01%,8343.276367
10/1/2019,3:00:00,AM,8h,0.01%,8343.276367
10/1/2019,7:00:00,PM,8h,0.01%,8343.276367
10/2/2019,11:00:00,AM,8h,-0.05%,8393.041992
10/2/2019,3:00:00,AM,8h,0.01%,8393.041992
10/2/2019,7:00:00,PM,8h,-0.03%,8393.041992
10/3/2019,11:00:00,AM,8h,0.01%,8259.992188
10/3/2019,3:00:00,AM,8h,-0.01%,8259.992188
10/3/2019,7:00:00,PM,8h,0.01%,8259.992188
10/4/2019,11:00:00,AM,8h,-0.01%,8205.939453
10/4/2019,3:00:00,AM,8h,0.00%,8205.939453
10/4/2019,7:00:00,PM,8h,-0.03%,8205.939453
10/5/2019,11:00:00,AM,8h,0.00%,8151.500488
10/5/2019,3:00:00,AM,8h,-0.02%,8151.500488
10/5/2019,7:00:00,PM,8h,-0.01%,8151.500488
10/6/2019,11:00:00,AM,8h,0.00%,7988.155762
10/6/2019,3:00:00,AM,8h,0.00%,7988.155762
10/6/2019,7:00:00,PM,8h,-0.01%,7988.155762
10/7/2019,11:00:00,AM,8h,-0.02%,8245.623047
10/7/2019,3:00:00,AM,8h,-0.02%,8245.623047
10/7/2019,7:00:00,PM,8h,0.01%,8245.623047
10/8/2019,11:00:00,AM,8h,0.01%,8228.783203
10/8/2019,3:00:00,AM,8h,0.01%,8228.783203
10/8/2019,7:00:00,PM,8h,0.01%,8228.783203
10/9/2019,11:00:00,AM,8h,0.01%,8595.740234
10/9/2019,3:00:00,AM,8h,0.01%,8595.740234
10/9/2019,7:00:00,PM,8h,0.01%,8595.740234
10/10/2019,11:00:00,AM,8h,0.01%,8586.473633
10/10/2019,3:00:00,AM,8h,0.01%,8586.473633
10/10/2019,7:00:00,PM,8h,0.01%,8586.473633
10/11/2019,11:00:00,AM,8h,0.01%,8321.756836
10/11/2019,3:00:00,AM,8h,0.01%,8321.756836
10/11/2019,7:00:00,PM,8h,0.01%,8321.756836
10/12/2019,11:00:00,AM,8h,0.01%,8336.555664
10/12/2019,3:00:00,AM,8h,0.01%,8336.555664
10/12/2019,7:00:00,PM,8h,0.01%,8336.555664
10/13/2019,11:00:00,AM,8h,0.01%,8321.005859
10/13/2019,3:00:00,AM,8h,0.01%,8321.005859
10/13/2019,7:00:00,PM,8h,0.01%,8321.005859
10/14/2019,11:00:00,AM,8h,0.01%,8374.686523
10/14/2019,3:00:00,AM,8h,0.01%,8374.686523
10/14/2019,7:00:00,PM,8h,0.01%,8374.686523
10/15/2019,11:00:00,AM,8h,0.01%,8205.369141
10/15/2019,3:00:00,AM,8h,0.01%,8205.369141
10/15/2019,7:00:00,PM,8h,0.01%,8205.369141
10/16/2019,11:00:00,AM,8h,0.01%,8047.526855
10/16/2019,3:00:00,AM,8h,0.01%,8047.526855
10/16/2019,7:00:00,PM,8h,0.01%,8047.526855
10/17/2019,11:00:00,AM,8h,0.01%,8103.911133
10/17/2019,3:00:00,AM,8h,0.01%,8103.911133
10/17/2019,7:00:00,PM,8h,0.01%,8103.911133
10/18/2019,11:00:00,AM,8h,0.01%,7973.20752
10/18/2019,3:00:00,AM,8h,0.01%,7973.20752
10/18/2019,7:00:00,PM,8h,0.01%,7973.20752
10/19/2019,11:00:00,AM,8h,0.01%,7988.560547
10/19/2019,3:00:00,AM,8h,0.01%,7988.560547
10/19/2019,7:00:00,PM,8h,0.01%,7988.560547
10/20/2019,11:00:00,AM,8h,0.01%,8222.078125
10/20/2019,3:00:00,AM,8h,0.01%,8222.078125
10/20/2019,7:00:00,PM,8h,0.01%,8222.078125
10/21/2019,11:00:00,AM,8h,0.01%,8243.720703
10/21/2019,3:00:00,AM,8h,0.01%,8243.720703
10/21/2019,7:00:00,PM,8h,0.01%,8243.720703
10/22/2019,11:00:00,AM,8h,0.01%,8078.203125
10/22/2019,3:00:00,AM,8h,0.01%,8078.203125
10/22/2019,7:00:00,PM,8h,0.01%,8078.203125
10/23/2019,11:00:00,AM,8h,0.01%,7514.671875
10/23/2019,3:00:00,AM,8h,0.01%,7514.671875
10/23/2019,7:00:00,PM,8h,0.01%,7514.671875
10/24/2019,11:00:00,AM,8h,0.00%,7493.48877
10/24/2019,3:00:00,AM,8h,0.01%,7493.48877
10/24/2019,7:00:00,PM,8h,0.01%,7493.48877
10/25/2019,11:00:00,AM,8h,-0.01%,8660.700195
10/25/2019,3:00:00,AM,8h,0.01%,8660.700195
10/25/2019,7:00:00,PM,8h,0.01%,8660.700195
10/26/2019,11:00:00,AM,8h,0.03%,9244.972656
10/26/2019,3:00:00,AM,8h,0.01%,9244.972656
10/26/2019,7:00:00,PM,8h,0.01%,9244.972656
10/27/2019,11:00:00,AM,8h,0.01%,9551.714844
10/27/2019,3:00:00,AM,8h,0.02%,9551.714844
10/27/2019,7:00:00,PM,8h,0.01%,9551.714844
10/28/2019,11:00:00,AM,8h,0.07%,9256.148438
10/28/2019,3:00:00,AM,8h,0.08%,9256.148438
10/28/2019,7:00:00,PM,8h,0.05%,9256.148438
10/29/2019,11:00:00,AM,8h,0.05%,9427.6875
10/29/2019,3:00:00,AM,8h,0.02%,9427.6875
10/29/2019,7:00:00,PM,8h,0.03%,9427.6875
10/30/2019,11:00:00,AM,8h,0.05%,9205.726563
10/30/2019,3:00:00,AM,8h,0.03%,9205.726563
10/30/2019,7:00:00,PM,8h,0.01%,9205.726563
10/31/2019,11:00:00,AM,8h,0.04%,9199.584961
10/31/2019,3:00:00,AM,8h,0.04%,9199.584961
10/31/2019,7:00:00,PM,8h,0.02%,9199.584961
11/1/2019,11:00:00,AM,8h,0.01%,9261.104492
11/1/2019,3:00:00,AM,8h,0.05%,9261.104492
11/1/2019,7:00:00,PM,8h,0.01%,9261.104492
11/2/2019,11:00:00,AM,8h,0.01%,9324.717773
11/2/2019,3:00:00,AM,8h,0.01%,9324.717773
11/2/2019,7:00:00,PM,8h,0.01%,9324.717773
11/3/2019,10:00:00,AM,8h,0.01%,9235.354492
11/3/2019,2:00:00,AM,8h,0.01%,9235.354492
11/3/2019,6:00:00,PM,8h,0.01%,9235.354492
11/4/2019,10:00:00,AM,8h,0.01%,9412.612305
11/4/2019,2:00:00,AM,8h,0.01%,9412.612305
11/4/2019,6:00:00,PM,8h,0.01%,9412.612305
11/5/2019,10:00:00,AM,8h,0.01%,9342.527344
11/5/2019,2:00:00,AM,8h,0.01%,9342.527344
11/5/2019,6:00:00,PM,8h,0.01%,9342.527344
11/6/2019,10:00:00,AM,8h,0.01%,9360.879883
11/6/2019,2:00:00,AM,8h,0.01%,9360.879883
11/6/2019,6:00:00,PM,8h,0.03%,9360.879883
11/7/2019,10:00:00,AM,8h,0.02%,9267.561523
11/7/2019,2:00:00,AM,8h,0.02%,9267.561523
11/7/2019,6:00:00,PM,8h,0.01%,9267.561523
11/8/2019,10:00:00,AM,8h,0.01%,8804.880859
11/8/2019,2:00:00,AM,8h,0.01%,8804.880859
11/8/2019,6:00:00,PM,8h,0.01%,8804.880859
11/9/2019,10:00:00,AM,8h,0.01%,8813.582031
11/9/2019,2:00:00,AM,8h,0.01%,8813.582031
11/9/2019,6:00:00,PM,8h,0.01%,8813.582031
11/10/2019,10:00:00,AM,8h,0.01%,9055.526367
11/10/2019,2:00:00,AM,8h,0.01%,9055.526367
11/10/2019,6:00:00,PM,8h,0.01%,9055.526367
11/11/2019,10:00:00,AM,8h,0.01%,8757.788086
11/11/2019,2:00:00,AM,8h,0.01%,8757.788086
11/11/2019,6:00:00,PM,8h,0.01%,8757.788086
11/12/2019,10:00:00,AM,8h,0.01%,8815.662109
11/12/2019,2:00:00,AM,8h,0.01%,8815.662109
11/12/2019,6:00:00,PM,8h,-0.02%,8815.662109
11/13/2019,10:00:00,AM,8h,0.01%,8808.262695
11/13/2019,2:00:00,AM,8h,0.01%,8808.262695
11/13/2019,6:00:00,PM,8h,0.01%,8808.262695
11/14/2019,10:00:00,AM,8h,0.01%,8708.094727
11/14/2019,2:00:00,AM,8h,0.01%,8708.094727
11/14/2019,6:00:00,PM,8h,0.01%,8708.094727
11/15/2019,10:00:00,AM,8h,0.01%,8491.992188
11/15/2019,2:00:00,AM,8h,0.01%,8491.992188
11/15/2019,6:00:00,PM,8h,0.01%,8491.992188
11/16/2019,10:00:00,AM,8h,0.01%,8550.760742
11/16/2019,2:00:00,AM,8h,0.01%,8550.760742
11/16/2019,6:00:00,PM,8h,0.01%,8550.760742
11/17/2019,10:00:00,AM,8h,0.01%,8577.975586
11/17/2019,2:00:00,AM,8h,0.01%,8577.975586
11/17/2019,6:00:00,PM,8h,0.01%,8577.975586
11/18/2019,10:00:00,AM,8h,0.01%,8309.286133
11/18/2019,2:00:00,AM,8h,0.01%,8309.286133
11/18/2019,6:00:00,PM,8h,0.01%,8309.286133
11/19/2019,10:00:00,AM,8h,0.01%,8206.145508
11/19/2019,2:00:00,AM,8h,0.01%,8206.145508
11/19/2019,6:00:00,PM,8h,0.01%,8206.145508
11/20/2019,10:00:00,AM,8h,0.01%,8027.268066
11/20/2019,2:00:00,AM,8h,0.01%,8027.268066
11/20/2019,6:00:00,PM,8h,0.01%,8027.268066
11/21/2019,10:00:00,AM,8h,0.01%,7642.75
11/21/2019,2:00:00,AM,8h,0.01%,7642.75
11/21/2019,6:00:00,PM,8h,0.01%,7642.75
11/22/2019,10:00:00,AM,8h,-0.03%,7296.577637
11/22/2019,2:00:00,AM,8h,0.01%,7296.577637
11/22/2019,6:00:00,PM,8h,-0.03%,7296.577637
11/23/2019,10:00:00,AM,8h,-0.01%,7397.796875
11/23/2019,2:00:00,AM,8h,-0.02%,7397.796875
11/23/2019,6:00:00,PM,8h,-0.01%,7397.796875
11/24/2019,10:00:00,AM,8h,0.01%,7047.916992
11/24/2019,2:00:00,AM,8h,0.01%,7047.916992
11/24/2019,6:00:00,PM,8h,0.01%,7047.916992
11/25/2019,10:00:00,AM,8h,-0.01%,7146.133789
11/25/2019,2:00:00,AM,8h,0.00%,7146.133789
11/25/2019,6:00:00,PM,8h,-0.01%,7146.133789
11/26/2019,10:00:00,AM,8h,-0.04%,7218.371094
11/26/2019,2:00:00,AM,8h,-0.05%,7218.371094
11/26/2019,6:00:00,PM,8h,-0.02%,7218.371094
11/27/2019,10:00:00,AM,8h,0.01%,7531.663574
11/27/2019,2:00:00,AM,8h,-0.02%,7531.663574
11/27/2019,6:00:00,PM,8h,0.01%,7531.663574
11/28/2019,10:00:00,AM,8h,0.01%,7463.105957
11/28/2019,2:00:00,AM,8h,0.01%,7463.105957
11/28/2019,6:00:00,PM,8h,0.01%,7463.105957
11/29/2019,10:00:00,AM,8h,0.01%,7761.243652
11/29/2019,2:00:00,AM,8h,0.01%,7761.243652
11/29/2019,6:00:00,PM,8h,0.01%,7761.243652
11/30/2019,10:00:00,AM,8h,0.01%,7569.629883
11/30/2019,2:00:00,AM,8h,0.00%,7569.629883
11/30/2019,6:00:00,PM,8h,0.01%,7569.629883
12/1/2019,10:00:00,AM,8h,0.01%,7424.29248
12/1/2019,2:00:00,AM,8h,0.01%,7424.29248
12/1/2019,6:00:00,PM,8h,0.01%,7424.29248
12/2/2019,10:00:00,AM,8h,0.00%,7321.988281
12/2/2019,2:00:00,AM,8h,0.01%,7321.988281
12/2/2019,6:00:00,PM,8h,0.00%,7321.988281
12/3/2019,10:00:00,AM,8h,0.00%,7320.145508
12/3/2019,2:00:00,AM,8h,0.01%,7320.145508
12/3/2019,6:00:00,PM,8h,0.00%,7320.145508
12/4/2019,10:00:00,AM,8h,-0.01%,7252.034668
12/4/2019,2:00:00,AM,8h,0.00%,7252.034668
12/4/2019,6:00:00,PM,8h,0.00%,7252.034668
12/5/2019,10:00:00,AM,8h,0.00%,7448.307617
12/5/2019,2:00:00,AM,8h,-0.01%,7448.307617
12/5/2019,6:00:00,PM,8h,0.01%,7448.307617
12/6/2019,10:00:00,AM,8h,0.01%,7546.996582
12/6/2019,2:00:00,AM,8h,0.01%,7546.996582
12/6/2019,6:00:00,PM,8h,0.01%,7546.996582
12/7/2019,10:00:00,AM,8h,0.01%,7556.237793
12/7/2019,2:00:00,AM,8h,0.00%,7556.237793
12/7/2019,6:00:00,PM,8h,0.01%,7556.237793
12/8/2019,10:00:00,AM,8h,0.01%,7564.345215
12/8/2019,2:00:00,AM,8h,0.01%,7564.345215
12/8/2019,6:00:00,PM,8h,0.01%,7564.345215
12/9/2019,10:00:00,AM,8h,0.01%,7400.899414
12/9/2019,2:00:00,AM,8h,0.01%,7400.899414
12/9/2019,6:00:00,PM,8h,0.01%,7400.899414
12/10/2019,10:00:00,AM,8h,0.01%,7278.119629
12/10/2019,2:00:00,AM,8h,0.01%,7278.119629
12/10/2019,6:00:00,PM,8h,0.01%,7278.119629
12/11/2019,10:00:00,AM,8h,-0.01%,7217.427246
12/11/2019,2:00:00,AM,8h,0.00%,7217.427246
12/11/2019,6:00:00,PM,8h,0.00%,7217.427246
12/12/2019,10:00:00,AM,8h,-0.01%,7243.134277
12/12/2019,2:00:00,AM,8h,0.00%,7243.134277
12/12/2019,6:00:00,PM,8h,-0.01%,7243.134277
12/13/2019,10:00:00,AM,8h,-0.01%,7269.68457
12/13/2019,2:00:00,AM,8h,-0.01%,7269.68457
12/13/2019,6:00:00,PM,8h,-0.01%,7269.68457
12/14/2019,10:00:00,AM,8h,0.01%,7124.673828
12/14/2019,2:00:00,AM,8h,0.00%,7124.673828
12/14/2019,6:00:00,PM,8h,0.00%,7124.673828
12/15/2019,10:00:00,AM,8h,0.00%,7152.301758
12/15/2019,2:00:00,AM,8h,0.01%,7152.301758
12/15/2019,6:00:00,PM,8h,-0.01%,7152.301758
12/16/2019,10:00:00,AM,8h,0.00%,6932.480469
12/16/2019,2:00:00,AM,8h,-0.01%,6932.480469
12/16/2019,6:00:00,PM,8h,0.00%,6932.480469
12/17/2019,10:00:00,AM,8h,0.00%,6640.515137
12/17/2019,2:00:00,AM,8h,-0.01%,6640.515137
12/17/2019,6:00:00,PM,8h,-0.01%,6640.515137
12/18/2019,10:00:00,AM,8h,-0.02%,7276.802734
12/18/2019,2:00:00,AM,8h,-0.02%,7276.802734
12/18/2019,6:00:00,PM,8h,0.01%,7276.802734
12/19/2019,10:00:00,AM,8h,0.01%,7202.844238
12/19/2019,2:00:00,AM,8h,0.01%,7202.844238
12/19/2019,6:00:00,PM,8h,0.00%,7202.844238
12/20/2019,10:00:00,AM,8h,0.00%,7218.816406
12/20/2019,2:00:00,AM,8h,0.00%,7218.816406
12/20/2019,6:00:00,PM,8h,0.00%,7218.816406
12/21/2019,10:00:00,AM,8h,0.01%,7191.158691
12/21/2019,2:00:00,AM,8h,0.01%,7191.158691
12/21/2019,6:00:00,PM,8h,0.01%,7191.158691
12/22/2019,10:00:00,AM,8h,0.00%,7511.588867
12/22/2019,2:00:00,AM,8h,0.01%,7511.588867
12/22/2019,6:00:00,PM,8h,0.01%,7511.588867
12/23/2019,10:00:00,AM,8h,0.01%,7355.628418
12/23/2019,2:00:00,AM,8h,0.01%,7355.628418
12/23/2019,6:00:00,PM,8h,0.01%,7355.628418
12/24/2019,10:00:00,AM,8h,0.01%,7322.532227
12/24/2019,2:00:00,AM,8h,0.01%,7322.532227
12/24/2019,6:00:00,PM,8h,0.01%,7322.532227
12/25/2019,10:00:00,AM,8h,0.01%,7275.155762
12/25/2019,2:00:00,AM,8h,0.01%,7275.155762
12/25/2019,6:00:00,PM,8h,0.01%,7275.155762
12/26/2019,10:00:00,AM,8h,0.00%,7238.966797
12/26/2019,2:00:00,AM,8h,0.01%,7238.966797
12/26/2019,6:00:00,PM,8h,0.00%,7238.966797
12/27/2019,10:00:00,AM,8h,-0.01%,7290.088379
12/27/2019,2:00:00,AM,8h,-0.01%,7290.088379
12/27/2019,6:00:00,PM,8h,-0.01%,7290.088379
12/28/2019,10:00:00,AM,8h,0.00%,7317.990234
12/28/2019,2:00:00,AM,8h,0.00%,7317.990234
12/28/2019,6:00:00,PM,8h,-0.02%,7317.990234
12/29/2019,10:00:00,AM,8h,-0.01%,7422.652832
12/29/2019,2:00:00,AM,8h,0.01%,7422.652832
12/29/2019,6:00:00,PM,8h,-0.01%,7422.652832
12/30/2019,10:00:00,AM,8h,0.00%,7292.995117
12/30/2019,2:00:00,AM,8h,-0.02%,7292.995117
12/30/2019,6:00:00,PM,8h,0.00%,7292.995117
12/31/2019,10:00:00,AM,8h,0.00%,7193.599121
12/31/2019,2:00:00,AM,8h,-0.01%,7193.599121
12/31/2019,6:00:00,PM,8h,-0.01%,7193.599121
1/1/2020,10:00:00,AM,8h,-0.01%,7200.174316
1/1/2020,2:00:00,AM,8h,-0.01%,7200.174316
1/1/2020,6:00:00,PM,8h,0.00%,7200.174316
1/2/2020,10:00:00,AM,8h,0.00%,6985.470215
1/2/2020,2:00:00,AM,8h,0.01%,6985.470215
1/2/2020,6:00:00,PM,8h,0.00%,6985.470215
1/3/2020,10:00:00,AM,8h,0.01%,7344.884277
1/3/2020,2:00:00,AM,8h,0.00%,7344.884277
1/3/2020,6:00:00,PM,8h,0.01%,7344.884277
1/4/2020,10:00:00,AM,8h,0.01%,7410.656738
1/4/2020,2:00:00,AM,8h,0.00%,7410.656738
1/4/2020,6:00:00,PM,8h,0.01%,7410.656738
1/5/2020,10:00:00,AM,8h,0.01%,7411.317383
1/5/2020,2:00:00,AM,8h,0.01%,7411.317383
1/5/2020,6:00:00,PM,8h,0.01%,7411.317383
1/6/2020,10:00:00,AM,8h,0.01%,7769.219238
1/6/2020,2:00:00,AM,8h,0.01%,7769.219238
1/6/2020,6:00:00,PM,8h,0.01%,7769.219238
1/7/2020,10:00:00,AM,8h,0.01%,8163.692383
1/7/2020,2:00:00,AM,8h,0.01%,8163.692383
1/7/2020,6:00:00,PM,8h,0.01%,8163.692383
1/8/2020,10:00:00,AM,8h,0.01%,8079.862793
1/8/2020,2:00:00,AM,8h,0.01%,8079.862793
1/8/2020,6:00:00,PM,8h,0.01%,8079.862793
1/9/2020,10:00:00,AM,8h,0.01%,7879.071289
1/9/2020,2:00:00,AM,8h,0.01%,7879.071289
1/9/2020,6:00:00,PM,8h,0.01%,7879.071289
1/10/2020,10:00:00,AM,8h,0.01%,8166.554199
1/10/2020,2:00:00,AM,8h,0.01%,8166.554199
1/10/2020,6:00:00,PM,8h,0.01%,8166.554199
1/11/2020,10:00:00,AM,8h,0.01%,8037.537598
1/11/2020,2:00:00,AM,8h,0.02%,8037.537598
1/11/2020,6:00:00,PM,8h,0.01%,8037.537598
1/12/2020,10:00:00,AM,8h,0.01%,8192.494141
1/12/2020,2:00:00,AM,8h,0.01%,8192.494141
1/12/2020,6:00:00,PM,8h,0.01%,8192.494141
1/13/2020,10:00:00,AM,8h,0.01%,8144.194336
1/13/2020,2:00:00,AM,8h,0.01%,8144.194336
1/13/2020,6:00:00,PM,8h,0.01%,8144.194336
1/14/2020,10:00:00,AM,8h,0.01%,8827.764648
1/14/2020,2:00:00,AM,8h,0.03%,8827.764648
1/14/2020,6:00:00,PM,8h,0.05%,8827.764648
1/15/2020,10:00:00,AM,8h,0.01%,8807.010742
1/15/2020,2:00:00,AM,8h,0.02%,8807.010742
1/15/2020,6:00:00,PM,8h,0.01%,8807.010742
1/16/2020,10:00:00,AM,8h,0.03%,8723.786133
1/16/2020,2:00:00,AM,8h,0.04%,8723.786133
1/16/2020,6:00:00,PM,8h,0.01%,8723.786133
1/17/2020,10:00:00,AM,8h,0.06%,8929.038086
1/17/2020,2:00:00,AM,8h,0.02%,8929.038086
1/17/2020,6:00:00,PM,8h,0.01%,8929.038086
1/18/2020,10:00:00,AM,8h,0.03%,8942.808594
1/18/2020,2:00:00,AM,8h,0.03%,8942.808594
1/18/2020,6:00:00,PM,8h,0.02%,8942.808594
1/19/2020,10:00:00,AM,8h,0.09%,8706.245117
1/19/2020,2:00:00,AM,8h,0.04%,8706.245117
1/19/2020,6:00:00,PM,8h,0.03%,8706.245117
1/20/2020,10:00:00,AM,8h,0.01%,8657.642578
1/20/2020,2:00:00,AM,8h,0.01%,8657.642578
1/20/2020,6:00:00,PM,8h,0.01%,8657.642578
1/21/2020,10:00:00,AM,8h,0.02%,8745.894531
1/21/2020,2:00:00,AM,8h,0.02%,8745.894531
1/21/2020,6:00:00,PM,8h,0.01%,8745.894531
1/22/2020,10:00:00,AM,8h,0.01%,8680.875977
1/22/2020,2:00:00,AM,8h,0.02%,8680.875977
1/22/2020,6:00:00,PM,8h,0.01%,8680.875977
1/23/2020,10:00:00,AM,8h,0.05%,8406.515625
1/23/2020,2:00:00,AM,8h,0.01%,8406.515625
1/23/2020,6:00:00,PM,8h,0.05%,8406.515625
1/24/2020,10:00:00,AM,8h,0.02%,8445.43457
1/24/2020,2:00:00,AM,8h,0.04%,8445.43457
1/24/2020,6:00:00,PM,8h,0.01%,8445.43457
1/25/2020,10:00:00,AM,8h,0.01%,8367.847656
1/25/2020,2:00:00,AM,8h,0.01%,8367.847656
1/25/2020,6:00:00,PM,8h,0.01%,8367.847656
1/26/2020,10:00:00,AM,8h,0.01%,8596.830078
1/26/2020,2:00:00,AM,8h,0.01%,8596.830078
1/26/2020,6:00:00,PM,8h,0.01%,8596.830078
1/27/2020,10:00:00,AM,8h,0.01%,8909.819336
1/27/2020,2:00:00,AM,8h,0.01%,8909.819336
1/27/2020,6:00:00,PM,8h,0.01%,8909.819336
1/28/2020,10:00:00,AM,8h,0.05%,9358.589844
1/28/2020,2:00:00,AM,8h,0.07%,9358.589844
1/28/2020,6:00:00,PM,8h,0.06%,9358.589844
1/29/2020,10:00:00,AM,8h,0.05%,9316.629883
1/29/2020,2:00:00,AM,8h,0.11%,9316.629883
1/29/2020,6:00:00,PM,8h,0.02%,9316.629883
1/30/2020,10:00:00,AM,8h,0.03%,9508.993164
1/30/2020,2:00:00,AM,8h,0.02%,9508.993164
1/30/2020,6:00:00,PM,8h,0.05%,9508.993164
1/31/2020,10:00:00,AM,8h,0.04%,9350.529297
1/31/2020,2:00:00,AM,8h,0.08%,9350.529297
1/31/2020,6:00:00,PM,8h,0.07%,9350.529297
2/1/2020,10:00:00,AM,8h,0.05%,9392.875
2/1/2020,2:00:00,AM,8h,0.07%,9392.875
2/1/2020,6:00:00,PM,8h,0.03%,9392.875
2/2/2020,10:00:00,AM,8h,0.07%,9344.365234
2/2/2020,2:00:00,AM,8h,0.03%,9344.365234
2/2/2020,6:00:00,PM,8h,0.06%,9344.365234
2/3/2020,10:00:00,AM,8h,0.01%,9293.521484
2/3/2020,2:00:00,AM,8h,0.04%,9293.521484
2/3/2020,6:00:00,PM,8h,0.10%,9293.521484
2/4/2020,10:00:00,AM,8h,0.04%,9180.962891
2/4/2020,2:00:00,AM,8h,0.05%,9180.962891
2/4/2020,6:00:00,PM,8h,0.01%,9180.962891
2/5/2020,10:00:00,AM,8h,0.05%,9613.423828
2/5/2020,2:00:00,AM,8h,0.01%,9613.423828
2/5/2020,6:00:00,PM,8h,0.16%,9613.423828
2/6/2020,10:00:00,AM,8h,0.06%,9729.801758
2/6/2020,2:00:00,AM,8h,0.08%,9729.801758
2/6/2020,6:00:00,PM,8h,0.04%,9729.801758
2/7/2020,10:00:00,AM,8h,0.03%,9795.943359
2/7/2020,2:00:00,AM,8h,0.02%,9795.943359
2/7/2020,6:00:00,PM,8h,0.04%,9795.943359
2/8/2020,10:00:00,AM,8h,0.10%,9865.119141
2/8/2020,2:00:00,AM,8h,0.06%,9865.119141
2/8/2020,6:00:00,PM,8h,0.04%,9865.119141
2/9/2020,10:00:00,AM,8h,0.11%,10116.67383
2/9/2020,2:00:00,AM,8h,0.08%,10116.67383
2/9/2020,6:00:00,PM,8h,0.11%,10116.67383
2/10/2020,10:00:00,AM,8h,0.10%,9856.611328
2/10/2020,2:00:00,AM,8h,0.13%,9856.611328
2/10/2020,6:00:00,PM,8h,0.04%,9856.611328
2/11/2020,10:00:00,AM,8h,0.05%,10208.23633
2/11/2020,2:00:00,AM,8h,0.06%,10208.23633
